"year","month","day","hour","DALMP","LOAD","WIND","OUTAGES"
2014,11,11,11,35.03,36103.49571,6610.28,22681
2014,11,11,12,33.05,35966.52494,5182.79,23561
2014,11,11,13,37.55,35573.159535,4147.33,23873
2014,11,11,14,38.55,35242.125183,3599.41,23788
2014,11,11,15,36.04,34769.972168,2739.2,23788
2014,11,11,16,35.14,34417.917675,2379.42,23788
2014,11,11,17,42.61,34761.73156,2436.12,23788
2014,11,11,18,69.48,36497.862738,2385.34,23223
2014,11,11,19,62.48,38899.97532,2841.65,23223
2014,11,11,20,56.21,38882.923648,3590.45,23270
2014,11,11,21,47.22,38525.016565,4252.44,23223
2014,11,11,22,42.15,37345.576075,5150.35,23223
2014,11,11,23,33.71,35240.409558,5942.33,23223
2014,11,12,0,30.73,32991.782623,6030.66,22600
2014,11,12,1,27.14,31624.787098,6526.75,22890
2014,11,12,2,26.83,31107.354775,6670.92,22821
2014,11,12,3,26.84,31084.6915,6364.88,22821
2014,11,12,4,27.41,31388.477153,6130.23,22821
2014,11,12,5,29.42,32483.494695,5583.89,22821
2014,11,12,6,47.99,35250.75277,5560.87,23336
2014,11,12,7,75.05,39874.386243,5790.14,22944
2014,11,12,8,68.78,41337.017998,6037.73,22841
2014,11,12,9,51.15,40683.200253,6660.91,22410
2014,11,12,10,43.49,40395.948838,6493.52,22666
2014,11,12,11,41.69,39874.796928,5808.35,22559
2014,11,12,12,36.21,39377.880968,5198.22,22559
2014,11,12,13,33.81,38883.280765,5412.96,22559
2014,11,12,14,33.5,38498.957765,5506.07,22539
2014,11,12,15,32.46,38161.440175,6016.74,22539
2014,11,12,16,33.5,38319.163415,6433.38,22554
2014,11,12,17,36.64,39402.608578,6707.71,22554
2014,11,12,18,90.14,42014.514995,6867.98,22554
2014,11,12,19,69.05,44842.35642,7083.05,22554
2014,11,12,20,65.43,45138.887825,7114.77,22554
2014,11,12,21,55.29,44877.416413,7126.89,22732
2014,11,12,22,42.66,43619.202443,7250.77,22732
2014,11,12,23,41.54,41333.502528,7241.46,22945
2014,11,13,0,32.81,39026.925595,7346.94,22456
2014,11,13,1,26.64,37525.114068,7424.88,22737
2014,11,13,2,26.29,37102.61498,7302.36,22894
2014,11,13,3,26.33,37101.697243,6838.44,23382
2014,11,13,4,26.94,37497.016153,6061.97,23382
2014,11,13,5,30.07,38596.092988,5904.3,23382
2014,11,13,6,46.32,41373.171863,5601.73,23382
2014,11,13,7,100,45790.7877,5035.82,23382
2014,11,13,8,88.88,47239.790708,4431.86,23382
2014,11,13,9,64.81,46858.824165,3996.97,23440
2014,11,13,10,63.94,46886.563918,3734.38,23449
2014,11,13,11,51.15,46630.619373,3355.19,23449
2014,11,13,12,40.23,45784.77044,2749.1,23964
2014,11,13,13,36.52,44574.844885,1994.14,23964
2014,11,13,14,34.84,43299.574213,1557.93,23905
2014,11,13,15,34.61,42403.295565,1289.43,23937
2014,11,13,16,35,42139.771505,1105.63,23365
2014,11,13,17,58.16,42768.808685,868.1,23336
2014,11,13,18,96.66,45350.345778,654.44,23336
2014,11,13,19,84.41,47934.412455,567.49,22673
2014,11,13,20,78.12,48305.541733,611.01,22741
2014,11,13,21,75.43,48286.755925,576.25,22429
2014,11,13,22,54.55,47061.886295,524.86,22550
2014,11,13,23,49.28,44841.268593,574.09,22550
2014,11,14,0,33.64,42436.33496,747.42,21912
2014,11,14,1,34.29,40978.3535,909.43,21912
2014,11,14,2,32.82,40302.177633,947.46,21912
2014,11,14,3,33.36,40122.7069,1117.7,21912
2014,11,14,4,34.61,40343.119133,1295.87,21715
2014,11,14,5,39.93,41157.2604,1363.36,21715
2014,11,14,6,62.51,43413.458988,1485.53,21715
2014,11,14,7,500,47130.03444,1713.9,21880
2014,11,14,8,376.35,47802.155288,1985.91,21781
2014,11,14,9,133.34,46810.707528,2387.19,21781
2014,11,14,10,75.21,46027.925968,2717.73,21781
2014,11,14,11,65.11,45102.407263,2454.92,22007
2014,11,14,12,53.53,43471.991058,2271.76,22007
2014,11,14,13,46.1,41833.039315,2118.54,22174
2014,11,14,14,38.04,40618.768065,2346.68,21848
2014,11,14,15,35,39702.605065,2271.46,21818
2014,11,14,16,35,39282.494745,2357.02,21785
2014,11,14,17,35.86,39936.585193,2552.58,21784
2014,11,14,18,58.24,41773.915245,2617.85,21784
2014,11,14,19,47.62,43646.033438,3241.86,21737
2014,11,14,20,52.18,43480.249478,4184.55,21570
2014,11,14,21,47.7,42874.713305,5362.4,21690
2014,11,14,22,44.64,41820.925795,6453.74,21690
2014,11,14,23,33.04,40138.897783,7225.45,22245
2014,11,15,0,31.56,38182.102068,6996.55,20233
2014,11,15,1,28.42,36629.611683,6904.62,21176
2014,11,15,2,26.54,35666.438858,6870.86,20672
2014,11,15,3,25.53,35320.96239,7036.62,20672
2014,11,15,4,25.46,35257.604913,7478.17,20403
2014,11,15,5,26,35637.101673,7658.27,20403
2014,11,15,6,30.36,36515.39502,7758.89,20403
2014,11,15,7,39.17,38044.32311,7498.6,20403
2014,11,15,8,39.97,39246.208298,7303.38,20238
2014,11,15,9,49.8,40595.254738,7296.78,20238
2014,11,15,10,47.49,41119.470455,7353.11,20238
2014,11,15,11,35.89,40994.65574,6445.21,20238
2014,11,15,12,34.63,40078.44697,5306.92,20263
2014,11,15,13,30.03,38741.790198,4562.07,20263
2014,11,15,14,28.99,37662.959228,4121.82,20426
2014,11,15,15,27.42,36947.018395,3780.69,20695
2014,11,15,16,27,36625.131743,3479.82,20873
2014,11,15,17,27.29,36913.993363,3157.13,20873
2014,11,15,18,39.82,38285.716513,3700.27,20873
2014,11,15,19,39.3,39386.176375,5224.83,20676
2014,11,15,20,36.06,39072.14058,6091.05,20335
2014,11,15,21,32.5,38459.624525,6481.21,19535
2014,11,15,22,30.71,37474.424165,6062.69,19987
2014,11,15,23,29.15,36065.55297,5715.33,20222
2014,11,16,0,28.06,34314.255258,6091,20222
2014,11,16,1,26.63,32797.061568,5444.81,20222
2014,11,16,2,23.33,31845.46688,4378.96,20065
2014,11,16,3,21.5,31336.549688,3419.54,20065
2014,11,16,4,20,31174.080943,3591.99,19817
2014,11,16,5,19.83,31372.244668,3916.32,19817
2014,11,16,6,21.49,31948.972788,4185.17,19817
2014,11,16,7,28.42,32943.102185,4922.44,19411
2014,11,16,8,29.78,33970.511453,5945.79,19411
2014,11,16,9,33.1,35425.963713,6212.45,19411
2014,11,16,10,34,36781.786078,5984.15,19411
2014,11,16,11,32.43,37419.95366,4820.26,19411
2014,11,16,12,33.45,37666.2333,3786.98,19541
2014,11,16,13,31.22,37745.762003,3099.54,19315
2014,11,16,14,29.56,37899.148985,2855.18,19369
2014,11,16,15,28.58,37851.164693,3036.45,19369
2014,11,16,16,28.12,38263.187848,3277.03,19200
2014,11,16,17,28.96,39103.066748,2835.16,18893
2014,11,16,18,49.01,41041.616538,2854.8,18685
2014,11,16,19,47.23,42953.75611,3351.53,18620
2014,11,16,20,45.58,43554.139163,3792.9,18668
2014,11,16,21,39.43,43608.983285,3798.72,18980
2014,11,16,22,34.19,43094.832228,3733.06,18620
2014,11,16,23,29.61,41575.941515,4029.2,18934
2014,11,17,0,28.4,40068.508475,3945.73,18311
2014,11,17,1,24.89,39175.48887,4218.53,18571
2014,11,17,2,24.62,38998.55183,4246.59,18257
2014,11,17,3,25.09,39309.482645,4356.06,18649
2014,11,17,4,25.69,40076.659085,4288.82,18479
2014,11,17,5,28.09,41693.539508,4231.34,18206
2014,11,17,6,39.01,44830.381075,4287.73,18003
2014,11,17,7,92,49465.653908,4171.09,18003
2014,11,17,8,64.59,50783.749428,3568.31,18144
2014,11,17,9,53.16,49365.924548,2976.99,18202
2014,11,17,10,50,47798.868965,2388.28,18202
2014,11,17,11,41.38,46057.903445,2131.09,18369
2014,11,17,12,35.62,44320.230013,2055.67,18882
2014,11,17,13,33.54,42578.793188,1901.3,18855
2014,11,17,14,32.61,41225.843398,1948.16,18855
2014,11,17,15,31.95,39857.143148,1857.31,19190
2014,11,17,16,31.67,39259.66626,1705.59,19190
2014,11,17,17,34.09,39861.9723,1474.92,19190
2014,11,17,18,74.68,42490.265728,1070.51,19190
2014,11,17,19,71.76,46269.039913,998.89,19238
2014,11,17,20,70.98,47283.014988,1315.52,19358
2014,11,17,21,54.53,47610.25789,1741.89,18890
2014,11,17,22,43.35,46787.076178,2148.34,18890
2014,11,17,23,37.01,44497.19024,2802.2,18890
2014,11,18,0,31.83,42324.25278,3872.95,18901
2014,11,18,1,33.47,41090.943165,4962.56,18651
2014,11,18,2,32.15,40518.25211,5670.65,18651
2014,11,18,3,32.71,40533.601108,6140.07,18651
2014,11,18,4,33.27,40949.931928,6748.29,18651
2014,11,18,5,36.33,42263.294605,7058.55,18651
2014,11,18,6,50.09,45109.064005,6726.66,18651
2014,11,18,7,172.26,49523.89357,6341.48,18651
2014,11,18,8,80.12,50418.224578,6282.12,18986
2014,11,18,9,55.66,47772.800485,5538.43,18986
2014,11,18,10,50.53,45338.407055,4680.87,18832
2014,11,18,11,44,43200.953815,4812.51,18832
2014,11,18,12,37.66,41052.267428,5157.53,19120
2014,11,18,13,32.62,39123.960803,5371.03,18724
2014,11,18,14,30.09,37787.227645,5316.59,18332
2014,11,18,15,30,36662.818748,5380.21,18332
2014,11,18,16,29.5,36127.502855,5591.73,18332
2014,11,18,17,28.74,36624.35637,5524.07,18393
2014,11,18,18,48.13,38994.9096,4839.88,18458
2014,11,18,19,49.51,42273.07451,6180.68,18400
2014,11,18,20,48.55,43097.014483,7558.25,18400
2014,11,18,21,41.99,43334.064153,8406.59,18400
2014,11,18,22,32.97,42464.304195,8628.39,18400
2014,11,18,23,33.84,40458.658008,8731.47,19349
2014,11,19,0,31.47,38287.389483,8605.97,19946
2014,11,19,1,26.51,37025.945768,8141,20512
2014,11,19,2,25.98,36682.16281,7827.48,19234
2014,11,19,3,25.83,36638.826148,7504.28,19234
2014,11,19,4,26.16,36908.51873,7340.28,19234
2014,11,19,5,28.38,37947.397108,6996.02,19234
2014,11,19,6,35.75,40630.832313,6591.22,19234
2014,11,19,7,71.41,44718.229823,6194.27,19459
2014,11,19,8,54.47,45430.765938,5856.58,19603
2014,11,19,9,39.12,42941.425248,4425.64,19603
2014,11,19,10,39.13,40752.68317,2853.23,19559
2014,11,19,11,37.18,38871.905503,1886.18,20202
2014,11,19,12,34.01,37153.628098,1401.7,20401
2014,11,19,13,31.52,35711.43512,1185.58,20401
2014,11,19,14,30.33,34892.55434,752.92,20258
2014,11,19,15,29.65,34196.589053,533.63,20137
2014,11,19,16,29.54,33729.248958,729.23,20137
2014,11,19,17,31.11,33886.359973,579.18,20137
2014,11,19,18,42.64,35181.10486,585.5,19860
2014,11,19,19,51.38,37503.140553,1176.93,19860
2014,11,19,20,45.66,37590.301603,1850.81,19860
2014,11,19,21,37.62,37288.737028,2746.56,20402
2014,11,19,22,34.36,36242.10823,4150.39,20402
2014,11,19,23,31.86,34177.305105,5383.03,20422
2014,11,20,0,34.14,32001.756873,6210.4,20357
2014,11,20,1,26.58,30531.5703,6663.82,20567
2014,11,20,2,22.51,30077.186675,6611.67,20567
2014,11,20,3,21.87,29935.543475,6099.86,20567
2014,11,20,4,22.01,30229.976875,5957.85,20567
2014,11,20,5,26.39,31285.202475,5846.7,20567
2014,11,20,6,31.97,34013.17595,5577.66,20567
2014,11,20,7,61.41,37950.177425,5075.58,20528
2014,11,20,8,42.25,38413.182275,4970.96,20528
2014,11,20,9,35.45,37264.633475,4606.69,20632
2014,11,20,10,32.63,36320.444325,3509.07,21090
2014,11,20,11,34.79,35629.39685,3382.84,21261
2014,11,20,12,30.16,34779.733725,3518.56,21425
2014,11,20,13,29.88,34110.75845,3414.54,21425
2014,11,20,14,29.99,33922.770825,3553.99,21426
2014,11,20,15,29,33676.2666,3728.71,21432
2014,11,20,16,28.01,33483.4707,3695.76,21432
2014,11,20,17,30,33670.639325,3204.73,21359
2014,11,20,18,43,34972.19825,2807.75,21359
2014,11,20,19,43.23,36344.236325,3790.51,21359
2014,11,20,20,35.77,35992.0143,5345.02,20857
2014,11,20,21,32.29,35433.102525,6858.7,20857
2014,11,20,22,32.38,33936.312825,7403.09,20707
2014,11,20,23,29.08,31661.887525,7179.04,21502
2014,11,21,0,25.07,29250.52585,6781.73,21262
2014,11,21,1,25.45,27741.673018,6353.89,22903
2014,11,21,2,23.24,26766.710865,5532.63,22393
2014,11,21,3,23.82,26265.754773,4631.84,22997
2014,11,21,4,23.99,26165.33118,4213.96,22684
2014,11,21,5,24.29,26586.986688,4171.54,22684
2014,11,21,6,29.66,28294.519678,3886.75,22684
2014,11,21,7,39.3,31941.98431,3566.11,22781
2014,11,21,8,36.96,33632.5764,3098.34,23800
2014,11,21,9,37.54,33740.28359,2673.15,24093
2014,11,21,10,43.34,34370.790605,2754.83,23963
2014,11,21,11,41.02,34749.461233,2885.7,24223
2014,11,21,12,40.6,34929.034793,3462.09,23668
2014,11,21,13,39.33,34731.387008,3410.83,23534
2014,11,21,14,37,34729.37742,3445.53,23487
2014,11,21,15,34.55,34528.388815,3536.55,23487
2014,11,21,16,34.04,34234.270485,3758.99,23486
2014,11,21,17,34,34200.25338,3594.77,23084
2014,11,21,18,50.9,35111.316515,3344.6,22966
2014,11,21,19,40.96,35982.757485,3834.7,22966
2014,11,21,20,35.62,35260.000888,4915.82,22921
2014,11,21,21,33.16,34314.428,6152.94,23493
2014,11,21,22,33.65,33356.92674,6573.57,23171
2014,11,21,23,32.87,31760.557475,6251.73,23391
2014,11,22,0,31.13,29893.795573,5714.49,22694
2014,11,22,1,27.49,28208.99038,5269.4,22860
2014,11,22,2,26.91,26998.584888,5381.79,22860
2014,11,22,3,26.44,26301.519735,5638.19,22860
2014,11,22,4,25.46,25928.02353,6006.52,22860
2014,11,22,5,25.65,25982.818765,5736.65,22860
2014,11,22,6,26.87,26617.74258,5257.72,22860
2014,11,22,7,27,27625.415635,5028.27,22725
2014,11,22,8,27.14,28803.119058,4774.18,22725
2014,11,22,9,29.32,30443.91521,4631.47,22928
2014,11,22,10,32.95,32077.48813,4223.4,22743
2014,11,22,11,33,32781.20064,3609.21,22743
2014,11,22,12,46.38,33140.631723,3179.36,22743
2014,11,22,13,39.91,33145.904305,3321.81,22816
2014,11,22,14,36.68,33013.24245,3178.21,22816
2014,11,22,15,32.93,32779.75538,3636.11,22358
2014,11,22,16,34.85,32632.935275,3809.72,21655
2014,11,22,17,32.87,32974.49216,3565.67,21815
2014,11,22,18,56.28,34069.206035,3444.25,21730
2014,11,22,19,57.93,34794.688308,3722.99,21379
2014,11,22,20,38.12,34213.189785,3854.53,20917
2014,11,22,21,31.93,33263.093753,4768.26,20286
2014,11,22,22,29.82,32213.241745,4949.23,20606
2014,11,22,23,36.31,30752.074833,4854.17,21545
2014,11,23,0,33.15,29039.676063,4646.85,21435
2014,11,23,1,24.9,27475.06439,4596.25,22111
2014,11,23,2,24.72,26454.080695,5323.82,22111
2014,11,23,3,20,25758.921138,5926.58,21901
2014,11,23,4,18.9,25365.466358,6216.07,21901
2014,11,23,5,18.67,25457.082523,6722.55,21901
2014,11,23,6,18.53,25927.677755,6938.61,21901
2014,11,23,7,17.4,26768.760883,7367.86,21849
2014,11,23,8,19.98,27641.788918,7960.85,21746
2014,11,23,9,26.66,29048.754703,7242.02,22099
2014,11,23,10,27.84,30229.451543,6580.9,22099
2014,11,23,11,27.84,30958.383855,6943.21,22269
2014,11,23,12,28.94,31527.09071,7843.74,22145
2014,11,23,13,28.65,31963.014908,8321.44,22145
2014,11,23,14,28.86,32309.173855,8665.23,22145
2014,11,23,15,27.81,32510.06852,8802.23,21293
2014,11,23,16,27.73,32593.438978,8202.09,21248
2014,11,23,17,27.32,32602.954078,7728.22,21248
2014,11,23,18,50,33294.312748,8111.19,21248
2014,11,23,19,52.07,35068.824238,8920.5,20906
2014,11,23,20,47.1,34746.240875,8999.47,20906
2014,11,23,21,34.98,33779.661725,7805.08,20660
2014,11,23,22,30.75,32810.077928,5460.45,20660
2014,11,23,23,31.46,31075.104048,3571.84,20660
2014,11,24,0,31.55,29283.906538,2705.62,20568
2014,11,24,1,27.45,27540.885015,2760.69,20660
2014,11,24,2,25.13,26634.630325,3492.03,20201
2014,11,24,3,23.64,26382.7459,3984.5,20201
2014,11,24,4,25.18,26605.260045,4307.84,20201
2014,11,24,5,27.18,27515.784723,4168.68,20201
2014,11,24,6,33.47,29740.86621,4150.56,20201
2014,11,24,7,51.19,33227.8598,3900.41,20201
2014,11,24,8,42,35167.268618,3193.94,20277
2014,11,24,9,37.8,35588.619628,2288.49,20206
2014,11,24,10,36.75,35637.826998,1610.01,20277
2014,11,24,11,35.91,35419.526245,1375.82,20277
2014,11,24,12,33.56,34918.830893,1215.36,20185
2014,11,24,13,32.64,34280.742375,1381.85,20185
2014,11,24,14,31.82,33942.891033,1572.72,20185
2014,11,24,15,30.53,33686.127505,1394.48,20185
2014,11,24,16,30.95,33492.637103,920.63,20317
2014,11,24,17,30.86,33572.51559,709.83,20505
2014,11,24,18,49.51,34993.477458,504.38,20599
2014,11,24,19,56.66,37170.318135,570.15,19394
2014,11,24,20,46.72,37289.010145,600.59,18370
2014,11,24,21,38.8,37055.326835,706.64,18205
2014,11,24,22,34.36,36410.01622,978.44,18205
2014,11,24,23,31.6,34896.93147,1369.92,18205
2014,11,25,0,33.14,33024.432855,1563.76,17863
2014,11,25,1,28.03,31661.513028,1787.33,18666
2014,11,25,2,26.11,31119.124265,1835.46,18428
2014,11,25,3,26,31048.572198,2160.93,18428
2014,11,25,4,26.4,31344.445665,2394.71,18473
2014,11,25,5,26.88,32313.365128,2909.56,18473
2014,11,25,6,32,34657.717008,3786.51,18361
2014,11,25,7,61.79,38179.313903,4446.77,18408
2014,11,25,8,58.39,40001.819475,3836.37,18627
2014,11,25,9,39.82,39585.976323,2648.69,18435
2014,11,25,10,40.53,38532.940725,1492.95,18438
2014,11,25,11,37.57,37337.662753,1074.09,18483
2014,11,25,12,35.13,36064.86355,1114.98,18362
2014,11,25,13,32.64,34942.364325,1316.43,18362
2014,11,25,14,30.27,34214.936088,2065.44,18200
2014,11,25,15,29.6,33707.246123,3563.35,18200
2014,11,25,16,28.43,33426.94001,4228.8,18200
2014,11,25,17,28.71,33463.86912,4626.88,18096
2014,11,25,18,41.26,34706.284763,4193.73,17973
2014,11,25,19,48.28,37002.730978,4884.52,17973
2014,11,25,20,39.25,37219.831688,5954.83,17973
2014,11,25,21,35.38,37164.112355,6568.49,17580
2014,11,25,22,32.94,36579.771708,7460.74,16954
2014,11,25,23,31.04,35288.055815,8175.69,17189
2014,11,26,0,30.69,33488.331435,8308.9,16907
2014,11,26,1,23.88,32077.54405,8336.72,17157
2014,11,26,2,21.63,31337.910955,8011.18,17189
2014,11,26,3,21.3,31060.19949,7570.93,17189
2014,11,26,4,22.77,31223.033028,7035.68,17189
2014,11,26,5,25.66,32168.29887,6646.71,17189
2014,11,26,6,28.37,34239.806868,6226.46,17189
2014,11,26,7,40.42,37112.193498,5895.45,17189
2014,11,26,8,39.99,38496.353875,5653.87,17189
2014,11,26,9,38.1,38249.30725,5103.93,17189
2014,11,26,10,38.02,37502.862085,4644.74,17053
2014,11,26,11,35.05,36628.893553,4275.35,16833
2014,11,26,12,29.9,35568.724273,3552.48,16833
2014,11,26,13,29.68,34519.75715,2747.43,16726
2014,11,26,14,28.44,33917.888238,2035.45,17091
2014,11,26,15,28.68,33417.057853,1380.77,17046
2014,11,26,16,28.03,33078.196575,1057.11,15626
2014,11,26,17,28.17,32986.855145,603.84,15626
2014,11,26,18,40.53,34024.79985,581.07,15459
2014,11,26,19,48.23,35776.89099,1429.6,15504
2014,11,26,20,40.07,35419.881973,1973.62,14955
2014,11,26,21,34.72,35025.511213,2201.88,14115
2014,11,26,22,31.98,34339.560675,2542.86,14115
2014,11,26,23,33.84,33085.51688,2912.32,14505
2014,11,27,0,32.82,31503.519198,3141.37,14505
2014,11,27,1,35,30111.0183,3149.74,14623
2014,11,27,2,31.51,29324.538815,2891.83,14623
2014,11,27,3,27.99,29085.871343,3077.34,14623
2014,11,27,4,27.24,29171.47603,3394.31,14623
2014,11,27,5,28.45,29729.723445,3327.02,14623
2014,11,27,6,29.82,31046.015023,3125.18,14233
2014,11,27,7,31.71,32795.626038,2819.88,14233
2014,11,27,8,34.93,34085.497545,2603.69,14233
2014,11,27,9,36.33,35185.141203,2303.37,14233
2014,11,27,10,38.86,35685.87054,1790.52,14233
2014,11,27,11,33.6,35435.342523,1707.25,14233
2014,11,27,12,33.01,34546.810133,1856.12,14375
2014,11,27,13,31.49,32978.11596,1941.59,14375
2014,11,27,14,28.34,31395.158248,2017.13,14375
2014,11,27,15,28,30094.956555,2296.22,14310
2014,11,27,16,25.93,29273.665743,2716.37,14310
2014,11,27,17,26.98,28706.514703,3028.89,14310
2014,11,27,18,34.36,29359.685335,3455.37,14310
2014,11,27,19,34.93,31014.477418,4837.14,14310
2014,11,27,20,30,31331.23867,6681.66,14310
2014,11,27,21,29.73,31618.522368,8077.43,14310
2014,11,27,22,28.76,31820.38222,9225.19,14310
2014,11,27,23,30,31540.330945,9492.01,14463
2014,11,28,0,27.02,30807.44617,9537.7,15203
2014,11,28,1,25.54,30112.115995,9596.07,14600
2014,11,28,2,24.09,29667.311688,9382.22,14600
2014,11,28,3,23.3,29592.099573,9335.28,14447
2014,11,28,4,23.43,29796.452073,9234.44,14447
2014,11,28,5,25.89,30507.58767,9027.87,14447
2014,11,28,6,26.7,31751.967115,8831.64,14447
2014,11,28,7,29.72,33243.039298,8437.66,14447
2014,11,28,8,32.94,33898.931795,8373.99,14447
2014,11,28,9,32.65,34056.482213,7636.07,14447
2014,11,28,10,33.28,33764.932688,6979.78,14447
2014,11,28,11,28.94,33103.687648,7067.96,14593
2014,11,28,12,27.2,32349.028945,7311.82,14593
2014,11,28,13,26.66,31652.853873,7401.28,14593
2014,11,28,14,26.84,31097.272235,7458.39,14593
2014,11,28,15,26.33,30650.136715,7795.78,14593
2014,11,28,16,26,30500.765598,7916.12,14593
2014,11,28,17,26.02,30541.921493,7380.33,14451
2014,11,28,18,40.66,31551.924663,7332.13,14451
2014,11,28,19,42,33321.843768,8940.82,14451
2014,11,28,20,29.78,32966.147038,10073.23,13821
2014,11,28,21,26.05,32530.048968,10532.87,13821
2014,11,28,22,24.87,31861.70133,10734.78,14612
2014,11,28,23,24.25,30710.573375,10615.9,15607
2014,11,29,0,19.83,29156.146158,10328.67,15637
2014,11,29,1,18,27693.06115,9619.65,16049
2014,11,29,2,17.15,26685.746215,9196.09,16049
2014,11,29,3,15.15,26204.921413,9070.62,16049
2014,11,29,4,15.54,26065.853563,9117.73,16049
2014,11,29,5,15.25,26225.298205,9227.47,16049
2014,11,29,6,17.22,26786.61901,9283.38,15449
2014,11,29,7,18.99,27925.165245,9726.45,15188
2014,11,29,8,20.29,28788.351955,9791.91,15188
2014,11,29,9,23.77,29884.08723,9302.9,15188
2014,11,29,10,27.01,30848.084668,8556.25,15188
2014,11,29,11,27.38,31505.11918,8155.93,14951
2014,11,29,12,28.68,31841.94298,8018.78,14951
2014,11,29,13,27.45,31824.595415,8102.41,14951
2014,11,29,14,27.09,31668.08918,8209.88,14951
2014,11,29,15,26.03,31501.555335,8211.41,14776
2014,11,29,16,25.57,31516.022495,8128.61,14776
2014,11,29,17,26.48,31449.768855,7501.34,14776
2014,11,29,18,35.65,32366.133505,7409.23,14364
2014,11,29,19,36.02,34182.989598,8969.04,14364
2014,11,29,20,28.99,33870.068145,9760.57,13759
2014,11,29,21,26.1,33336.791688,10318.96,13759
2014,11,29,22,24.11,32533.896258,10419.21,13759
2014,11,29,23,21.87,31222.172128,10391.07,13759
2014,11,30,0,19.47,29536.88384,9810.56,13759
2014,11,30,1,12.27,27682.672533,9011.99,13759
2014,11,30,2,10.45,26519.563328,8416.51,13759
2014,11,30,3,10.01,25841.10009,7663.6,13759
2014,11,30,4,10,25295.303603,7427.25,13759
2014,11,30,5,10,25217.246303,7375.96,13759
2014,11,30,6,10.02,25471.606233,7244.69,13759
2014,11,30,7,18.47,26119.980073,7850.27,13855
2014,11,30,8,20.34,26715.812418,7746.85,13855
2014,11,30,9,24,28080.437455,6914.41,13855
2014,11,30,10,26.57,29720.22529,5549.8,13855
2014,11,30,11,26.97,31102.201293,5049.16,14138
2014,11,30,12,32.71,32140.684905,4938.32,14156
2014,11,30,13,31.75,32773.885163,4386.41,14156
2014,11,30,14,32.54,33261.442565,3648.8,13620
2014,11,30,15,28.25,33388.53175,3345.36,13620
2014,11,30,16,28.34,33557.403148,3087.71,13620
2014,11,30,17,27.72,33612.88102,3194.07,13620
2014,11,30,18,44.92,34700.727603,3402.05,13278
2014,11,30,19,49.5,36811.36659,4334.28,13278
2014,11,30,20,34.96,36678.411838,5090.16,13278
2014,11,30,21,31.47,35750.337375,6098.08,12320
2014,11,30,22,29.54,34419.2418,6443.78,12320
2014,11,30,23,30.31,32103.820648,6307.47,12320
2014,12,1,0,26.02,29503.789718,6831.88,11886
2014,12,1,1,22,27388.39124,6908.22,13232
2014,12,1,2,19.2,26219.983973,7293.12,13232
2014,12,1,3,18.83,25705.552105,7141.41,13232
2014,12,1,4,16.52,25738.375193,7364.3,13232
2014,12,1,5,18.88,26512.35461,7862.63,13232
2014,12,1,6,24.68,28897.570318,8529.93,13784
2014,12,1,7,32.75,32967.682058,8580.51,13862
2014,12,1,8,31.64,35633.724603,8455.7,14581
2014,12,1,9,31.73,36194.025035,8049,14630
2014,12,1,10,32.75,37285.686258,7138.61,14797
2014,12,1,11,32.71,38050.69988,5874.39,14797
2014,12,1,12,34.09,38318.72249,4849.21,14713
2014,12,1,13,32.75,37968.42286,4152.18,14797
2014,12,1,14,32.75,37939.06014,2974.55,14797
2014,12,1,15,32.75,37699.822353,2581.2,14797
2014,12,1,16,30.54,37861.627553,2345.96,14797
2014,12,1,17,32.33,38915.491415,1676.56,14797
2014,12,1,18,61.95,41560.897655,1253.71,14797
2014,12,1,19,60.56,44220.462108,1351.44,14797
2014,12,1,20,46.53,44583.455968,1320.2,14797
2014,12,1,21,37.36,44430.955015,1409.55,14797
2014,12,1,22,65.77,43215.412328,1305.09,14797
2014,12,1,23,32.78,40632.707063,1202.16,14797
2014,12,2,0,31.99,37933.88119,1233.52,14245
2014,12,2,1,28.13,36235.330878,1409.83,15126
2014,12,2,2,27.4,35328.346635,1501.19,15126
2014,12,2,3,27.18,34987.088695,1498.3,14574
2014,12,2,4,27.71,35074.311573,1335.39,14574
2014,12,2,5,30.7,35892.345805,1396.24,16432
2014,12,2,6,34.03,38297.318265,1530.28,16432
2014,12,2,7,67.71,42346.17477,1576.28,16386
2014,12,2,8,50.03,43882.07103,1635.04,16216
2014,12,2,9,44.54,43078.52121,1668.56,16258
2014,12,2,10,35.24,42589.659213,1727.56,16084
2014,12,2,11,35.65,41993.553348,1575.15,15938
2014,12,2,12,31.71,41060.873838,1324.24,16489
2014,12,2,13,29.83,39936.90315,1437.79,16489
2014,12,2,14,27.76,38874.72677,1707.54,14978
2014,12,2,15,27.04,37742.20959,2198.67,14978
2014,12,2,16,26.53,37158.049668,2687.7,14978
2014,12,2,17,27.02,37630.003055,3223.22,14978
2014,12,2,18,45,39988.2737,4247.8,14933
2014,12,2,19,41.26,42122.995165,5648.25,14933
2014,12,2,20,34.2,42139.87982,6847.84,15170
2014,12,2,21,31.08,41611.572268,7201.7,15170
2014,12,2,22,29.4,39933.60501,7053.9,15170
2014,12,2,23,28.19,37159.83787,6671.24,15170
2014,12,3,0,28.33,34195.449758,6240.11,14512
2014,12,3,1,23.55,32071.792513,5848.57,14512
2014,12,3,2,22.73,31017.212213,6000.31,14512
2014,12,3,3,22.78,30444.102615,6311.63,14772
